# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	mean_mistmaches	unfiltered_pairs	pass_min_read_ani	median_insert	unfiltered_reads	mean_mapq_score	pass_min_mapq	unfiltered_priority_reads	pass_max_insert	unfiltered_singletons	pass_min_insert	mean_PID	mean_insert_distance	mean_pair_length	filtered_singletons	filtered_priority_reads
NORP83_302	756	755	2.369047619047619	756	756.0	158.0	1648	39.379629629629626	755.0	0	756.0	136	756.0	0.989152198034371	170.14153439153438	218.35185185185185	0	0
NORP83_347	822	822	2.0669099756691	822	822.0	159.0	1704	37.57785888077859	822.0	0	822.0	60	822.0	0.9906068029079792	167.71046228710463	218.5085158150852	0	0
NORP83_249	1922	1920	2.004162330905307	1922	1922.0	163.0	4032	39.84339229968783	1920.0	0	1922.0	188	1922.0	0.9908269300163796	172.27939646201872	218.44797086368362	0	0
NORP83_245	857	854	1.5064177362893816	857	857.0	165.0	1785	41.14585764294049	854.0	0	857.0	71	857.0	0.9931553060045908	173.2975495915986	219.27537922987165	0	0
NORP83_327	1292	1291	1.456656346749226	1292	1292.0	167.0	2709	40.43885448916409	1291.0	0	1292.0	125	1292.0	0.9933689533076592	174.53560371517028	219.83900928792568	0	0
NORP83_229	1767	1763	1.4052065647990946	1767	1767.0	167.0	3631	37.25749858517261	1763.0	0	1767.0	97	1767.0	0.993608044926036	173.98811544991509	220.1573288058857	0	0
NORP83_287	735	734	2.072108843537415	735	735.0	160.0	1550	40.01224489795919	734.0	0	735.0	80	735.0	0.9905334535757204	170.7891156462585	218.83401360544215	0	0
NORP83_342	1501	1473	1.6622251832111925	1501	1501.0	166.0	3086	32.13124583610926	1473.0	0	1501.0	84	1501.0	0.9924303396299068	175.17255163224513	219.60826115922717	0	0
NORP83_325	830	828	2.3084337349397592	830	830.0	166.0	1717	39.04096385542169	828.0	0	830.0	57	830.0	0.9894731416017264	173.53373493975903	218.1614457831325	0	0
NORP83_263	688	688	2.4331395348837206	688	688.0	162.0	1435	40.63808139534883	688.0	0	688.0	59	688.0	0.98891214986066	169.90988372093022	218.37063953488368	0	0
NORP83_247	1774	1773	2.167981961668546	1774	1773.0	166.0	3858	40.4695603156708	1774.0	0	1774.0	310	1774.0	0.9901432809565799	173.7249154453213	220.5913190529876	0	0
NORP83_337	829	829	2.092882991556092	829	829.0	164.0	1744	38.958986731001204	829.0	0	829.0	86	829.0	0.9904886455252364	169.85162846803377	219.31001206272617	0	0
NORP83_300	988	988	2.1467611336032393	988	988.0	162.0	2058	36.19433198380567	988.0	0	988.0	82	988.0	0.9902019370256367	170.54655870445342	219.8906882591093	0	0
NORP83_316	739	739	2.6549391069012183	739	739.0	163.0	1613	38.6914749661705	739.0	0	739.0	135	739.0	0.9878699641321184	169.8917456021651	219.3599458728011	0	0
NORP83_288	536	536	2.138059701492537	536	536.0	155.0	1203	39.421641791044784	536.0	0	536.0	131	536.0	0.9900960445394152	165.9757462686567	217.36380597014926	0	0
NORP83_336	2924	2913	2.262995896032832	2924	2924.0	163.0	6009	36.78385772913818	2913.0	0	2924.0	161	2924.0	0.9897220051034449	171.921682626539	219.9281805745554	0	0
NORP83_333	687	687	2.397379912663756	687	687.0	161.0	1489	40.387190684133905	687.0	0	687.0	115	687.0	0.9890224367708303	166.6608442503639	218.77583697234348	0	0
NORP83_351	2203	2201	1.6822514752610078	2203	2203.0	162.0	4556	40.638674534725375	2201.0	0	2203.0	150	2203.0	0.9923359897545472	171.65183840217884	220.02995914661824	0	0
NORP83_355	488	488	1.6967213114754098	488	488.0	163.5	1078	40.274590163934434	488.0	0	488.0	102	488.0	0.9922569709045232	170.4795081967213	218.65368852459014	0	0
NORP83_364	906	905	1.5176600441501105	906	906.0	164.0	1902	41.30242825607064	905.0	0	906.0	90	906.0	0.9930425042813714	171.59602649006624	219.12803532008832	0	0
NORP83_270	879	879	2.7508532423208187	879	879.0	163.0	1890	40.215017064846414	879.0	0	879.0	132	879.0	0.9874671991853694	170.25255972696246	219.60637087599545	0	0
NORP83_341	609	584	1.8965517241379308	609	608.0	164.0	1297	32.939244663382595	585.0	0	609.0	79	609.0	0.9913429812216564	171.07881773399015	218.57471264367817	0	0
NORP83_255	1507	1506	2.0564034505640345	1507	1507.0	165.0	3126	37.648307896483075	1506.0	0	1507.0	112	1507.0	0.9906878800338608	172.0205706702057	220.13138686131387	0	0
NORP83_298	790	789	1.1721518987341772	790	790.0	160.0	1718	39.45189873417721	790.0	0	789.0	138	790.0	0.9946400848821244	172.40759493670882	220.27468354430383	0	0
NORP83_361	1662	1661	2.01985559566787	1662	1661.0	164.0	3527	40.90613718411552	1662.0	0	1662.0	203	1662.0	0.9907842950989588	170.39410348977137	218.99277978339353	0	0
NORP83_277	1119	1110	2.2591599642537985	1119	1119.0	160.0	2417	34.559428060768546	1111.0	0	1118.0	179	1119.0	0.9897203368661348	167.67292225201072	219.61662198391417	0	0
NORP83_332	1781	1781	1.7782144862436833	1781	1781.0	162.0	3695	41.17405951712521	1781.0	0	1781.0	133	1781.0	0.9918138155209408	170.0539023020775	218.52330151600225	0	0
NORP83_266	1327	1327	1.5795026375282593	1327	1327.0	164.0	2743	39.28259231348908	1327.0	0	1327.0	89	1327.0	0.9928196587289084	172.47023360964582	220.37678975131882	0	0
NORP83_358	929	926	2.3153928955866525	929	929.0	157.0	1960	40.68783638320775	926.0	0	929.0	102	929.0	0.989267041403191	164.27879440258346	216.17653390742734	0	0
NORP83_330	860	860	2.172093023255814	860	860.0	163.0	1917	40.45348837209303	860.0	0	860.0	197	860.0	0.9901013659154786	170.98953488372092	219.54767441860463	0	0
NORP83_293	608	608	2.2269736842105257	608	608.0	164.0	1314	39.95065789473684	608.0	0	608.0	98	608.0	0.9898510106513412	173.55098684210526	218.45888157894737	0	0
NORP83_310	2403	2402	2.1231793591344155	2403	2403.0	164.0	4988	40.53599667082813	2402.0	0	2403.0	182	2403.0	0.9903301345909395	171.08114856429464	219.03329171868495	0	0
NORP83_379	2043	2039	1.7528144884973078	2043	2043.0	164.0	4167	37.770435633871756	2039.0	0	2043.0	81	2043.0	0.9920156096284256	169.3328438570729	219.4698972099853	0	0
NORP83_308	935	932	2.2834224598930484	935	935.0	157.0	1962	40.37326203208556	933.0	0	934.0	92	935.0	0.989519661425604	165.65561497326203	218.9283422459893	0	0
NORP83_305	3172	3163	1.7200504413619169	3172	3172.0	163.0	6482	35.39407313997478	3163.0	0	3172.0	138	3172.0	0.9921796676369132	172.43379571248425	219.6970365699874	0	0
NORP83_382	954	954	1.90146750524109	954	954.0	166.0	1996	39.62264150943396	954.0	0	954.0	88	954.0	0.9913475446486152	171.34486373165618	219.41299790356396	0	0
NORP83_282	862	861	2.3955916473317864	862	861.0	163.0	1841	41.26450116009281	862.0	0	862.0	117	862.0	0.9890540115485492	171.75986078886308	219.03480278422276	0	0
NORP83_246	4465	4465	1.807838745800672	4465	4465.0	164.0	9260	41.34176931690929	4465.0	0	4465.0	330	4465.0	0.9917723075610806	172.88353863381857	219.7988801791713	0	0
NORP83_374	1653	1642	2.0653357531760435	1653	1653.0	165.0	3457	38.979431336963096	1642.0	0	1653.0	151	1653.0	0.9905940353613294	170.60798548094377	219.78100423472472	0	0
NORP83_280	514	512	2.990272373540856	514	514.0	164.0	1174	38.69844357976654	512.0	0	514.0	146	514.0	0.986351072678884	170.86186770428012	219.52334630350197	0	0
NORP83_349	640	637	2.3640625	640	639.0	161.0	1379	37.9421875	637.0	0	640.0	99	640.0	0.989180075256947	167.978125	218.359375	0	0
NORP83_306	1063	1063	2.1006585136406395	1063	1063.0	161.0	2216	41.21166509877705	1063.0	0	1063.0	90	1063.0	0.9904060988205956	168.3198494825964	219.14299153339604	0	0
NORP83_362	335	333	3.2626865671641787	335	333.0	147.0	1166	37.42388059701493	335.0	0	335.0	496	335.0	0.9845988641657414	153.63582089552241	216.70447761194032	0	0
NORP83_386	2501	2501	1.946421431427429	2501	2501.0	163.0	5145	41.339464214314276	2501.0	0	2501.0	143	2501.0	0.9911494296480896	172.5969612155138	219.99920031987202	0	0
NORP83_299	1740	1740	1.8224137931034483	1740	1740.0	160.0	3756	40.20977011494253	1740.0	0	1740.0	276	1740.0	0.9917098264224268	168.2235632183908	219.34022988505748	0	0
NORP83_283	933	933	2.296891747052519	933	933.0	163.0	2028	40.66023579849946	933.0	0	933.0	162	933.0	0.9894580089709962	168.2272240085745	218.8971061093248	0	0
NORP83_373	807	805	2.536555142503098	807	807.0	155.0	1747	39.98636926889715	807.0	0	805.0	133	807.0	0.9884120557066968	166.71003717472118	219.3705080545229	0	0
NORP83_354	2105	2105	1.2076009501187648	2105	2105.0	163.0	4343	41.710688836104524	2105.0	0	2105.0	133	2105.0	0.9944597220143184	171.70783847980996	219.57244655581948	0	0
NORP83_352	3767	3764	1.5468542606848952	3767	3767.0	164.0	7670	38.6331298115211	3764.0	0	3767.0	136	3767.0	0.992944451946412	173.0276081762676	219.48765595964957	0	0
NORP83_346	1072	963	1.6259328358208955	1072	1072.0	166.0	2230	30.578358208955226	963.0	0	1072.0	86	1072.0	0.9926014363571614	173.15391791044772	219.9347014925373	0	0
NORP83_371	613	613	1.5840130505709624	613	613.0	166.0	1295	39.75856443719413	613.0	0	613.0	69	613.0	0.992739495671368	171.64763458401302	218.61827079934747	0	0
NORP83_319	1917	1917	2.1278038601982265	1917	1917.0	165.0	3995	40.81064162754304	1917.0	0	1917.0	161	1917.0	0.9903143457666124	170.78195096504956	219.34428794992172	0	0
NORP83_292	949	947	2.3582718651211803	949	949.0	161.0	2006	40.39515279241305	947.0	0	949.0	108	949.0	0.9892089930895858	172.18651211801895	218.7839831401475	0	0
NORP83_391	730	725	1.8232876712328767	730	730.0	165.0	1564	39.62602739726027	725.0	0	730.0	104	730.0	0.9917248477608466	171.9917808219178	219.96027397260278	0	0
NORP83_289	927	926	1.872707659115426	927	927.0	162.0	1972	37.874865156418565	927.0	0	926.0	118	927.0	0.9915031984553276	170.01294498381878	219.3376483279396	0	0
NORP83_357	760	756	2.506578947368421	760	760.0	161.0	1630	40.194736842105264	756.0	0	760.0	110	760.0	0.9885999500052728	168.4671052631579	219.18815789473686	0	0
NORP83_291	3160	3154	1.9990506329113924	3160	3160.0	167.0	6520	38.44430379746836	3154.0	0	3160.0	200	3160.0	0.9909028823452783	174.74810126582278	219.3493670886076	0	0
NORP83_321	2071	2071	1.6982134234669242	2071	2071.0	164.0	4280	38.716079188797686	2071.0	0	2071.0	138	2071.0	0.9922819240195306	172.7242877836794	220.02462578464508	0	0
NORP83_369	2944	2941	1.772758152173913	2944	2944.0	162.0	6073	41.39266304347826	2943.0	0	2942.0	185	2944.0	0.9919167858674024	171.43953804347825	219.8559782608696	0	0
NORP83_326	1078	1078	1.6985157699443414	1078	1078.0	162.0	2235	40.66697588126159	1078.0	0	1078.0	79	1078.0	0.9923059367922221	171.3191094619666	220.49721706864563	0	0
NORP83_384	996	995	1.9146586345381529	996	996.0	160.0	2109	38.58132530120482	995.0	0	996.0	117	996.0	0.9912162836317636	169.82329317269077	218.74196787148597	0	0
NORP83_297	3180	3179	1.0323899371069185	3180	3179.0	166.0	6551	40.7	3180.0	0	3180.0	191	3180.0	0.9952958097021368	173.65943396226413	219.9795597484277	0	0
NORP83_383	781	779	2.9129321382842517	781	781.0	164.0	1740	36.29449423815621	779.0	0	781.0	178	781.0	0.9867211718239768	168.91549295774647	219.49935979513444	0	0
NORP83_345	738	737	2.7195121951219514	738	738.0	159.0	1570	40.35636856368564	737.0	0	738.0	94	738.0	0.9875755650359882	169.26287262872629	219.28184281842815	0	0
NORP83_307	503	503	1.4811133200795228	503	503.0	160.0	1174	39.592445328031815	503.0	0	503.0	168	503.0	0.9931858351662438	165.1868787276342	219.63419483101399	0	0
NORP83_360	4013	4008	1.6085223025168205	4013	4013.0	167.0	8151	39.34662347371045	4009.0	0	4012.0	125	4013.0	0.9926732552094056	174.35958136057812	219.49015698978317	0	0
NORP83_365	938	938	1.2739872068230278	938	938.0	167.0	1948	39.89232409381663	938.0	0	938.0	72	938.0	0.9941642683595724	173.10660980810238	218.8038379530917	0	0
NORP83_304	1779	1771	1.9190556492411468	1779	1779.0	165.0	3674	38.621135469364816	1772.0	0	1778.0	116	1779.0	0.9912576338375042	173.06464305789768	219.44575604272063	0	0
NORP83_334	1325	1323	1.7177358490566037	1325	1325.0	164.0	2766	39.682264150943396	1323.0	0	1325.0	116	1325.0	0.9921452731002752	171.5909433962264	219.1675471698113	0	0
NORP83_348	1581	1581	2.0670461733080328	1581	1581.0	162.0	3309	41.07906388361796	1581.0	0	1581.0	147	1581.0	0.990560346747664	171.44971537001896	219.0518659076534	0	0
NORP83_340	1165	1163	1.9347639484978538	1165	1165.0	165.0	2407	41.424034334763945	1163.0	0	1165.0	77	1165.0	0.9911969448827816	170.53218884120173	220.0068669527897	0	0
NORP83_331	779	776	1.822849807445443	779	779.0	163.0	1665	34.270860077021815	776.0	0	779.0	107	779.0	0.9916951074275732	171.34017971758664	218.94223363286264	0	0
NORP83_353	1090	1088	1.8440366972477065	1090	1090.0	161.0	2306	37.63577981651376	1088.0	0	1090.0	126	1090.0	0.9916084348608368	169.93119266055047	220.2174311926605	0	0
NORP83_314	2220	2209	2.1783783783783783	2220	2219.0	161.5	4706	37.41306306306306	2210.0	0	2220.0	266	2220.0	0.9900541530003492	169.309009009009	219.3747747747748	0	0
NORP83_385	1270	1269	1.5653543307086617	1270	1270.0	164.0	2629	41.61653543307087	1270.0	0	1269.0	89	1270.0	0.9928782280546494	173.51496062992126	219.09685039370083	0	0
NORP83_324	1024	1020	2.080078125	1024	1024.0	161.0	2166	39.6591796875	1020.0	0	1024.0	118	1024.0	0.9905223458720441	168.4599609375	219.513671875	0	0
NORP83_367	685	683	2.1211678832116787	685	685.0	164.0	1467	35.760583941605844	683.0	0	685.0	97	685.0	0.990378004744632	170.90510948905109	219.8919708029197	0	0
NORP83_350	993	993	2.199395770392749	993	993.0	163.0	2170	40.53474320241692	993.0	0	993.0	184	993.0	0.9899960118696236	169.89425981873111	220.26988922457198	0	0
NORP83_368	1138	1137	0.9551845342706504	1138	1138.0	165.0	2350	41.30579964850615	1137.0	0	1138.0	74	1138.0	0.995635472205836	172.40685413005272	220.24428822495602	0	0
NORP83_356	2101	2100	2.0499762018086627	2101	2101.0	165.0	4386	40.68110423607805	2101.0	0	2100.0	184	2101.0	0.9906062387086316	173.18705378391243	218.83579247977158	0	0
NORP83_343	1287	1287	1.5423465423465423	1287	1287.0	166.0	2652	41.651126651126646	1287.0	0	1287.0	78	1287.0	0.9929958023999228	173.26418026418025	219.8717948717949	0	0
NORP83_344	1931	1929	1.867944070429829	1931	1929.0	162.0	4024	40.84878301398239	1931.0	0	1931.0	162	1931.0	0.9914536940902091	169.83997928534438	218.70015535991715	0	0
NORP83_375	742	742	2.2695417789757406	742	742.0	166.5	1612	40.89083557951483	742.0	0	742.0	128	742.0	0.9896526109594094	176.04312668463612	219.51752021563343	0	0
NORP83_339	1837	1835	1.482308111050626	1837	1837.0	164.0	3779	39.71420794774088	1835.0	0	1837.0	105	1837.0	0.9932510265601204	171.7572128470332	219.28034839412084	0	0
NORP83_380	1025	1023	1.8712195121951218	1025	1025.0	165.0	2110	37.19121951219512	1024.0	0	1024.0	60	1025.0	0.9915021557346348	173.45853658536586	219.8409756097561	0	0
NORP83_363	739	739	2.2719891745602165	739	739.0	159.0	1588	40.341001353179976	739.0	0	739.0	110	739.0	0.9896560499780112	166.89309878213803	219.2232746955345	0	0
NORP83_370	2274	2274	1.1767810026385224	2274	2274.0	164.0	4722	41.455145118733505	2274.0	0	2274.0	174	2274.0	0.9946501756431344	172.15831134564644	219.82453825857516	0	0
NORP83_381	1771	1770	2.041784302653868	1771	1770.0	165.0	3758	40.979672501411635	1771.0	0	1771.0	216	1771.0	0.9906635925603284	173.6002258610954	219.459062676454	0	0
NORP83_377	1038	1038	1.8102119460500965	1038	1038.0	162.0	2176	40.41522157996146	1038.0	0	1038.0	100	1038.0	0.9917373652668524	169.51348747591518	219.07707129094413	0	0
NORP83_359	623	623	2.1219903691813804	623	623.0	161.0	1343	37.547351524879616	623.0	0	623.0	97	623.0	0.990266164539516	167.85232744783306	218.8218298555377	0	0
NORP83_388	1640	1639	1.7725609756097558	1640	1640.0	165.0	3341	41.232317073170734	1639.0	0	1640.0	61	1640.0	0.9919541028981796	173.60426829268292	220.40304878048784	0	0
NORP83_372	1485	1483	2.275420875420876	1485	1485.0	166.0	3157	39.416835016835016	1483.0	0	1485.0	187	1485.0	0.9896387405464716	172.7872053872054	219.53872053872053	0	0
NORP83_366	770	770	1.712987012987013	770	770.0	163.0	1602	33.1974025974026	770.0	0	770.0	62	770.0	0.9922229379933702	171.33636363636361	219.94285714285718	0	0
NORP83_376	956	956	1.807531380753138	956	956.0	160.0	2026	38.24267782426778	956.0	0	956.0	114	956.0	0.9917647881207768	167.64748953974896	219.84414225941418	0	0
NORP83_390	4619	4611	1.3126217796059754	4619	4619.0	163.0	9446	36.77094609222775	4612.0	0	4618.0	208	4619.0	0.9940038170244312	171.07339250920108	219.2284044165404	0	0
NORP83_387	1212	1212	2.299504950495049	1212	1212.0	164.0	2652	40.1056105610561	1212.0	0	1212.0	228	1212.0	0.9895070138440024	172.1171617161716	219.1254125412541	0	0
